Seq	sampleID	sampleID_ss	sampleID_ss_mean	sampleID_nonss_mean	Cruise	Station	yyyy-mm-ddThh:mm:ss.sss	Date_mm/dd/yy	Latitude_degrees_north	Longitude_degrees_east	Bot_Depth_m	DEPTH_M	depthbin	Pressure	CTD-S	CTD-T	Potemp090C	CTD-O2	Oxsatperc	CTD-fluo	Turbidity	sigma	percChl_a_10	Chl_a	Chl_a_AVG	Chl_a_10um	Chla10_AVG	Phaeop_AVG	Phaeop_SD	TOC_uM	TOC_ug	TN_uM	TON_uM	TON_ug	TOC:TON	NH4_uM	NO2_uM	NO3+NO2_uM	Total_inorgN_uM	PO4_uM	SiOH4_uM	POC_ug	sd_POC_ug	POC_uM	PON_ug	sd_PON_ug	PON_uM	POC:PON	DOC_uM	DOC_ug	DON_uM	DON_ug	DON/TN	DOC:DON	BP_ug	sd_BP	BR	BCD	Picophytoeukaryotes	Nanophytoplankton	Large_Nanphyto	Small_Nanophyto	Synechococcus	Phaeocystis	Cryptophytes	Dead_phyto	Bacteria	HNA_bacteria	Small_virus	Medium_virus	Large_virus	Total_virus	HNA:LNA_bacteria	smallVirus:Bacteria	HNF	Large_HNF	HNA_Bac_from_HNF_plot	LysoTrack_HNF	Humic_Fl_A_RU	Humic_FL_C_RU	Humic_Fl_M_RU	Aminoacid_Fl_T_RU	Fluorescence_Index	a255_m-1	a300_m-1	a351_m-1	a375_m-1	S300-650nm__um-1	R2_of_slope_fit_300-650	S275-295nm__um-1	S300-450nm__um-1
214	MP3_D4_1000m	MP3_D4_1000m_ss	MP3_D4_1000m_ss_mean	MP3_D4_1000m_nonss_mean	MP3	D4	2014-05-25T10:48:00	17.05.14	79	7.994	1087	1000	meso	1012.391	34.9303	-0.5768	-0.6173	5.55241	8.17375	0.0366	0.061	28.0788								46	552	14.8	1.4	19.5	33.1	0.04		13.37	13.41	1.05	7.37																		49.049	4.004	5.506	0	2.007	6.507	7.007		5.89E+03	1.67E+03	8.78E+04	7.87E+04	1.07E+04	1.77E+05	0.39	14.9	317.317	25.526	971.972		0.024174199	0.013748616	0.022250671	0.033149172	1.819161271	1.855721	3.610607	0.128471	0.06629		0.984275	-14.725373	32.573677
215	MP3_D4_750m	MP3_D4_750m_ss	MP3_D4_750m_ss_mean	MP3_D4_750m_nonss_mean	MP3	D4	2014-05-25T10:48:00	17.05.14	79	7.994	1087	750	meso	759.257	34.9708	0.6214	0.5851	5.65335	7.9158	0.0366	0.061	28.0467								45.4	544.8	13.3	0.5	7	90.8	0.12		12.68	12.8	1.01	5.61																		67.601	11.517	0.501	11.016	27	13.52	2.003		9.03E+03	2.49E+03	4.68E+04	1.48E+05	2.11E+04	2.16E+05	0.38	5.18	250.25	18.519	1268.268		0.022877437	0.012792119	0.023240931	0.032681639	1.846316705	1.354254	1.183832	0.122149	0.073786		0.951679	-2.267135	23.528335
216	MP3_D4_500m	MP3_D4_500m_ss	MP3_D4_500m_ss_mean	MP3_D4_500m_nonss_mean	MP3	D4	2014-05-25T10:48:00	17.05.14	79	7.994	1087	500	meso	506.097	35.0948	2.6922	2.6605	5.72145	7.49919	0.0665	0.077	27.9889								56.1	673.2	14.4	3.7	51.8	15.2	0.19		10.51	10.7	0.85	4.1																		568.068	128.128	7.508	120.62	5.008	24.024	4.505		1.58E+04	3.83E+03	2.12E+05	1.26E+05	1.79E+04	3.56E+05	0.32	13.45	185.685	21.021	2067.067		0.023127388	0.011063035	0.035514143	0.055629225	1.829416278	1.39047	0.665025	0.133032	0.093881		0.966899	15.051299	15.104227
217	MP3_D4_200m	MP3_D4_200m_ss	MP3_D4_200m_ss_mean	MP3_D4_200m_nonss_mean	MP3	D4	2014-05-25T10:48:00	17.05.14	79	7.994	1087	200	meso	202.89	35.1392	3.3854	3.372	5.76245	7.36805	0.2437	0.072	27.9595								62	744	14.3	3.8	53.6	16.2	0.19		10.28	10.47	0.86	3.96																		4217.326	491.738	93.14	398.598	146	63.595	22.534		2.94E+04	6.55E+03	2.21E+05	1.36E+05	1.86E+04	3.76E+05	0.29	7.51	265.765	40.04	5298.799		0.019168057	0.009757115	0.022869815	0.029939127	1.779514634	1.365679	0.916594	0.108241	0.071393		0.94959	4.341841	23.857052
218	MP3_D4_100m	MP3_D4_100m_ss	MP3_D4_100m_ss_mean	MP3_D4_100m_nonss_mean	MP3	D4	2014-05-25T10:48:00	17.05.14	79	7.994	1087	100	epi	100.813	35.1412	3.4652	3.4586	5.77492	7.35335	0.4328	0.092	27.9532								55.2	662.4	14.3	4.3	60.3	12.8	0.07		9.92	9.99	0.81	3.75																		6669.84	592.685	92.184	500.501	196	58.617	22.044		3.22E+04	6.96E+03	2.37E+05	1.32E+05	1.89E+04	3.88E+05	0.28	7.38	263.527	37.575	8370.24														
219	MP3_D4_50m	MP3_D4_50m_ss	MP3_D4_50m_ss_mean	MP3_D4_50m_nonss_mean	MP3	D4	2014-05-25T10:48:00	17.05.14	79	7.994	1087	50	epi	50.036	35.1411	3.4622	3.459	5.7828	7.3539	0.468	0.093	27.9535								60.7	728.4	14.1	3.6	50.1	17	0.33		10.19	10.52	0.82	3.91																		6572.144	620.741	99.198	521.543	171	57.615	21.042		3.31E+04	7.68E+03	2.77E+05	1.31E+05	1.99E+04	4.28E+05	0.3	8.39	346.693	52.605	8864.729		0.019078693	0.00938044	0.020190995	0.032863098	1.830679191	1.347165	0.750688	0.105848	0.059788		0.956386	8.825415	31.470146
220	MP3_D4_30m	MP3_D4_30m_ss	MP3_D4_30m_ss_mean	MP3_D4_30m_nonss_mean	MP3	D4	2014-05-25T10:48:00	17.05.14	79	7.994	1087	30	epi	30.826	35.1411	3.457	3.455	5.78487	7.35486	0.4239	0.092	27.9539								54.1	649.2	14.1	3.7	51.2	14.8	0.25		10.19	10.44	0.83	4.07																		6784.461	591.98	96.742	495.238	182	48.622	28.571		3.21E+04	8.12E+03	2.52E+05	1.45E+05	2.29E+04	4.20E+05	0.34	7.84	287.575	44.088	8502.004		0.020016827	0.00965679	0.018062468	0.026449105	1.73094737								
221	MP3_D4_20m	MP3_D4_20m_ss	MP3_D4_20m_ss_mean	MP3_D4_20m_nonss_mean	MP3	D4	2014-05-25T10:48:00	17.05.14	79	7.994	1087	20	epi	20.443	35.1413	3.4524	3.4511	5.79789	7.35568	0.4037	0.097	27.9546								70.6	847.2	12.2	2	28.3	35	0.28		9.9	10.18	0.84	3.96																		6262.657	588.972	109.774	479.198	183	43.108	18.045		3.24E+04	7.24E+03	2.38E+05	1.36E+05	2.09E+04	3.95E+05	0.29	7.36	363.045	45.568	8829.745		0.020111375	0.009880639	0.018370394	0.023857223	1.771571954	1.306478	0.645517	0.111221	0.067464		0.958808	12.933363	22.583832
222	MP3_D4_10m	MP3_D4_10m_ss	MP3_D4_10m_ss_mean	MP3_D4_10m_nonss_mean	MP3	D4	2014-05-25T10:48:00	17.05.14	79	7.994	1087	10	epi	11.248	35.141	3.4504	3.4496	5.78561	7.35607	0.3648	0.092	27.9546								63.6	763.2	11.9	1.5	21	42.4	0.14		10.26	10.4	0.82	3.97																		6855.21	592.184	80.661	511.523	179	47.595	17.034		3.18E+04	6.95E+03	2.52E+05	1.37E+05	1.77E+04	4.07E+05	0.28	7.93	220.832	39.559	8455.684		0.021203441	0.010980334	0.021047666	0.027553324	1.890864913	1.30553	0.674508	0.119485	0.068819		0.961067	11.655657	23.203031
223	MP3_D4_5m	MP3_D4_5m_ss	MP3_D4_5m_ss_mean	MP3_D4_5m_nonss_mean	MP3	D4	2014-05-25T10:48:00	17.05.14	79	7.994	1087	5	epi	4.887	35.1412	3.4498	3.4494	5.7878	7.35617	0.3887	0.096	27.9547								69.9	838.8	13.7	3.3	46.5	21.1	0.09		10.29	10.38	0.83	4.14																		7105.158	649.975	112.669	537.306	210	72.609	23.535		3.13E+04	7.44E+03	2.22E+05	1.49E+05	2.07E+04	3.92E+05	0.31	7.09	282.707	53.133	9167.419		0.027973985	0.01454456	0.025449132	0.024302389	1.941397757	1.280062	0.589162	0.103229	0.059472		0.964877	14.674829	31.790894
224	MP3_D4_1m	MP3_D4_1m_ss	MP3_D4_1m_ss_mean	MP3_D4_1m_nonss_mean	MP3	D4	2014-05-25T10:48:00	17.05.14	79	7.994	1087	1	epi	1.572	35.1411	3.4488	3.4487	5.82222	7.35635	0.3401	0.105	27.9548								59	708	10.9	0.6	7.7	107.3	0.23		10.12	10.35	0.83	4.29																		6558.396	582.456	107.268	475.188	223	49.624	22.055		3.42E+04	8.31E+03	2.66E+05	1.32E+05	1.80E+04	4.16E+05	0.32	7.8	363.546	49.074	9031.547							1.318174	0.588123	0.116008	0.067645		0.972621	16.594717	22.223895
225	MP3_D5_200m	MP3_D5_200m_ss	MP3_D5_200m_ss_mean	MP3_D5_200m_nonss_mean	MP3	D5	2014-05-25T10:48:00	17.05.14	78.999	9	210	200	meso	202.052	35.1037	1.6799	1.6694	6.01021	7.69436	0.0994	0.319	28.08								53.9	646.8	13.6	3.9	53.9	14	0.34		9.41	9.75	0.8	4.43																		1433.433	66.567	0	66.567	20	11.512	2.002		2.86E+04	7.16E+03	2.15E+05	1.44E+05	1.94E+04	3.79E+05	0.33	7.53	126.626	18.519	2474.975		0.020225457	0.009907961	0.021147233	0.03190589	1.877908643	3.302908	0.127071	0.071799		0.983334	-13.592369	27.062144	
226	MP3_D5_100m	MP3_D5_100m_ss	MP3_D5_100m_ss_mean	MP3_D5_100m_nonss_mean	MP3	D5	2014-05-25T10:48:00	17.05.14	78.999	9	210	100	epi	100.726	35.1084	1.9364	1.9311	6.17324	7.6437	0.8417	0.153	28.0637								95	1140	13.2	4.6	64.1	20.7	0.37		8.25	8.62	0.75	4.04																		6526.289	211.818	5.508	206.31	116	120.18	2.504		7.88E+03	6.67E+01	1.45E+04	1.88E+04	2.37E+04	5.70E+04	0.01	1.85	90.636	22.033	6154.231		0.017867791	0.009075671	0.017274284	0.025892273	1.819650074								
227	MP3_D5_60m	MP3_D5_60m_ss	MP3_D5_60m_ss_mean	MP3_D5_60m_nonss_mean	MP3	D5	2014-05-25T10:48:00	17.05.14	78.999	9	210	60	epi	59.699	35.1123	2.1933	2.19	6.21644	7.5936	0.8313	0.17	28.0459								80.7	968.4	11.6	3.3	46.1	24.5	0.17		8.14	8.31	0.72	3.99																		6851.778	324.987	14.522	310.465	201	195.293	4.006		3.99E+04	4.27E+02	5.00E+04	1.95E+04	1.77E+04	8.72E+04	0.01	1.25	114.614	52.553	7900.4							1.179407	0.120027	0.071664		0.953625	-0.308911	23.386553	
228	MP3_D5_50m	MP3_D5_50m_ss	MP3_D5_50m_ss_mean	MP3_D5_50m_nonss_mean	MP3	D5	2014-05-25T10:48:00	17.05.14	78.999	9	210	50	epi	51.194	35.1128	2.1981	2.1953	6.20815	7.59265	0.9531	0.162	28.0459								69.3	831.6	12.7	4.4	62.2	15.6	0.18		8.08	8.26	0.7	4.06																		7869.304	297.947	18.528	279.419	81	159.74	7.511		6.42E+04	1.07E+04	1.94E+05	1.11E+05	1.27E+04	3.18E+05	0.2	3.02	92.592	22.022	10636.136		0.017458792	0.012659754	0.015970886	0.021738486	1.829402564	1.202347	0.108422	0.064665		0.955872	-1.039053	24.581994	
229	MP3_D5_40m	MP3_D5_40m_ss	MP3_D5_40m_ss_mean	MP3_D5_40m_nonss_mean	MP3	D5	2014-05-25T10:48:00	17.05.14	78.999	9	210	40	epi	41.135	35.1128	2.2103	2.208	6.18787	7.5903	0.6384	0.161	28.0449								77.4	928.8	12.5	4.5	62.4	17.4	0.08		7.96	8.04	0.6	3.81																		8269.038	1089.178	17.034	1072.144	73	962.425	6.012		6.88E+04	2.07E+04	2.74E+05	1.49E+05	2.02E+04	4.43E+05	0.43	3.98	73.109	31.547	6672.008														
230	MP3_D5_30m	MP3_D5_30m_ss	MP3_D5_30m_ss_mean	MP3_D5_30m_nonss_mean	MP3	D5	2014-05-25T10:48:00	17.05.14	78.999	9	210	30	epi	31.407	35.1129	2.2564	2.2546	6.18825	7.58141	0.8059	0.162	28.0411								113.7	1364.4	12.5	4.3	59.9	26.6	0.03		8.19	8.22	0.62	3.97																		6954.409	420.842	23.547	397.295	50	301.603	6.012		6.24E+04	1.39E+04	2.94E+05	1.47E+05	1.89E+04	4.59E+05	0.29	4.71	149.149	68.569	8011.011		0.017240539	0.008383499	0.01520094	0.024891921	1.929842243	0.742198	0.108873	0.069722		0.955619	9.727121	22.722163	
231	MP3_D5_20m	MP3_D5_20m_ss	MP3_D5_20m_ss_mean	MP3_D5_20m_nonss_mean	MP3	D5	2014-05-25T10:48:00	17.05.14	78.999	9	210	20	epi	20.994	35.1172	2.4659	2.4647	6.1315	7.54102	0.8126	0.233	28.0267								67.7	812.4	14.3	5.6	78.4	12.1	0.29		8.41	8.7	0.64	3.97																		4514.028	531.062	20.04	511.022	63	424.349	3.006		4.39E+04	1.68E+03	1.12E+05	5.69E+04	8.07E+03	1.77E+05	0.04	2.55	82.582	184.685	6453.453		0.016735687	0.008380129	0.015922548	0.028025845	1.826816759	0.634002	0.113524	0.069767		0.962301	13.071599	21.228918	
232	MP3_D5_10m	MP3_D5_10m_ss	MP3_D5_10m_ss_mean	MP3_D5_10m_nonss_mean	MP3	D5	2014-05-25T10:48:00	17.05.14	78.999	9	210	10	epi	9.133	35.1186	2.4794	2.4789	6.11605	7.53838	2.1141	0.226	28.0267								64.2	770.4	14.6	5.9	83.2	10.8	0.05		8.61	8.66	0.63	3.95																		5655.812	459.419	37.074	422.345	87	262.024	4.008		4.50E+04	3.21E+03	1.54E+05	8.53E+04	9.55E+03	2.48E+05	0.08	3.41	100.651	73.61	6387.581		0.026939296	0.012867095	0.02505269	0.040141404	1.667017259	0.66349	0.117679	0.062407		0.962582	12.369895	23.117869	
233	MP3_D5_5m	MP3_D5_5m_ss	MP3_D5_5m_ss_mean	MP3_D5_5m_nonss_mean	MP3	D5	2014-05-25T10:48:00	17.05.14	78.999	9	210	5	epi	5.184	35.1189	2.4866	2.4863	6.11612	7.53699	1.5273	0.263	28.0263								94.4	1132.8	14.7	6.2	87.1	15.2	0.06		8.42	8.48	0.71	4.08																		6845.769	400.1	50.576	349.524	95	77.616	7.011		1.55E+04	2.40E+02	2.72E+04	1.44E+04	1.91E+04	6.06E+04	0.02	1.75	73.574	29.029	7247.247		0.023271818	0.0112053	0.022137023	0.052337241	1.720143556	1.192954	0.122059	0.073696		0.949716	0.180071	22.656446	
234	MP3_D5_1m	MP3_D5_1m_ss	MP3_D5_1m_ss_mean	MP3_D5_1m_nonss_mean	MP3	D5	2014-05-25T10:48:00	17.05.14	78.999	9	210	1	epi	0.763	34.5938	2.4314	2.4314	6.51255	7.99195	0.7408	59.504	21.4816								80.4	964.8	14.6	5.8	80.9	13.9	0.18		8.64	8.82	0.63	3.97																		7451.403	451.403	64.629	386.774	64	98.196	11.022		4.70E+04	3.83E+03	1.88E+05	8.92E+04	7.63E+03	2.85E+05	0.09	3.99	79.119	60.09	9514.772		0.021493933	0.010469067	0.019240129	0.025431394	1.855354744	0.583291	0.115782	0.078934		0.973099	17.047871	20.96921	
235	MP3_D6_250m	MP3_D6_250m_ss	MP3_D6_250m_ss_mean	MP3_D6_250m_nonss_mean	MP3	D6	2014-05-25T10:48:00	18.05.14	79.001	10.001	276	250	meso	254.424	35.1073	1.6883	1.675	6.00345	7.6925	0.074	0.504	28.0822		0.108		0.042				69.2	830.4	13.5	4.1	57.4	16.9	0.33		9.07	9.4	0.71	4.12	64.41	6.51	5.37	6.71	0.41	0.48	11.2	63.83	765.99	3.62	50.69	0.27	17.63					1008.008	36.036	0.501	35.535	21	11.011	0.501		2.73E+04	7.49E+03	2.03E+05	1.53E+05	1.77E+04	3.74E+05	0.38	7.44	200.3	15.523	3310.466		0.020841056	0.010541713	0.019725874	0.028059705	1.845440889	1.321696	0.538676	0.110318	0.059652		0.980807	19.839564	23.444476
236	MP3_D6_200m	MP3_D6_200m_ss	MP3_D6_200m_ss_mean	MP3_D6_200m_nonss_mean	MP3	D6	2014-05-25T10:48:00	18.05.14	79.001	10.001	276	200	meso	201.725	35.0846	1.5663	1.556	5.98195	7.71786	0.0912	0.278	28.0732		0.088		0.049				78.8	945.6	12.6	2.9	40.5	27.3	0.35		9.36	9.71	0.69	4.05	45.69	2.83	3.81	5.85	0.58	0.42	9.12	74.99	899.91	2.47	34.61	0.2	30.33					885.886	72.072	4.505	67.567	10	15.015	1.502		2.53E+04	6.72E+03	2.29E+05	1.47E+05	1.81E+04	3.94E+05	0.36	9.05	148.222	9.514	3097.646		0.017632038	0.00892939	0.015339424	0.01800595	1.928471081	1.257303	0.51804	0.110409	0.062046		0.98476	19.306307	24.613563
237	MP3_D6_100m	MP3_D6_100m_ss	MP3_D6_100m_ss_mean	MP3_D6_100m_nonss_mean	MP3	D6	2014-05-25T10:48:00	18.05.14	79.001	10.001	276	100	epi	101.324	35.1113	2.0465	2.041	6.06457	7.6221	0.2729	0.134	28.0572		0.238		0.015				73.9	886.8	11.8	2.9	39.9	25.9	0.18		8.77	8.95	0.65	3.9	63.74	5.12	5.31	10.9	0.75	0.78	6.83	68.59	823.06	2.07	29	0.18	33.11					6264.264	72.573	6.507	66.066	29	6.507	0		5.30E+04	1.67E+04	2.50E+05	1.52E+05	1.99E+04	4.21E+05	0.46	4.71	190.882	18.537	9905.311		0.0264652	0.013972822	0.022331896	0.02153644	1.834009608	1.233866	0.489997	0.075457	0.091578		0.955694	19.600454	10.114569
238	MP3_D6_60m	MP3_D6_60m_ss	MP3_D6_60m_ss_mean	MP3_D6_60m_nonss_mean	MP3	D6	2014-05-25T10:48:00	18.05.14	79.001	10.001	276	60	epi	61.36	35.1301	2.482	2.4785	6.03567	7.5373	0.3521	0.142	28.0356		0.686		0.44				48.3	579.6	9.2	0.5	7.4	91.1	0.19		8.48	8.67	0.64	3.87	75.28	2.95	6.27	10.72	0.42	0.77	8.2	42.03	504.32	-0.24		-0.03	-178.51					8241.863	130.696	19.029	111.667	102	18.027	11.017		5.43E+04	1.49E+04	2.78E+05	1.41E+05	1.87E+04	4.38E+05	0.38	5.12	135.202	19.029	10835.754														
239	MP3_D6_50m	MP3_D6_50m_ss	MP3_D6_50m_ss_mean	MP3_D6_50m_nonss_mean	MP3	D6	2014-05-25T10:48:00	18.05.14	79.001	10.001	276	50	epi	49.684	35.1309	2.5288	2.5259	6.04468	7.52835	0.4149	0.151	28.0322		0.455		0.391				54.7	656.4	14	5.3	73.9	10.4	0.11		8.61	8.72	0.64	3.76	88.87	11.93	7.41	14.21	0.15	1.01	7.3	47.29	567.53	4.27	59.71	0.3	11.09					5098.196	78.156	24.048	54.108	51	15.531	6.513		5.08E+04	1.53E+04	2.59E+05	1.48E+05	2.01E+04	4.28E+05	0.43	5.09	106.159	12.519	9847.772		0.019669947	0.009986667	0.020317942	0.019423225	1.736783486	1.318445	0.622939	0.111673	0.06331		0.965594	14.184633	24.274638
240	MP3_D6_40m	MP3_D6_40m_ss	MP3_D6_40m_ss_mean	MP3_D6_40m_nonss_mean	MP3	D6	2014-05-25T10:48:00	18.05.14	79.001	10.001	276	40	epi	40.136	35.1264	2.7697	2.7673	5.92936	7.48299	0.3656	0.125	28.0073		0.495						86.7	1040.4	13.3	3.8	53.5	22.7	0.06		9.42	9.48	0.66	4.06	85.43	0	7.12	8.73	0	0.62	11.41	79.58	954.97	3.2	44.75	0.24	24.9					6527.054	149.8	11.523	138.277	82	19.038	5.01		4.26E+04	1.20E+04	2.13E+05	1.44E+05	2.14E+04	3.79E+05	0.39	5.01	128.693	11.517	9372.058														
241	MP3_D6_30m	MP3_D6_30m_ss	MP3_D6_30m_ss_mean	MP3_D6_30m_nonss_mean	MP3	D6	2014-05-25T10:48:00	18.05.14	79.001	10.001	276	30	epi	30.271	35.1271	2.8698	2.868	5.89766	7.46416	0.3207	0.122	27.9987		0.546		0.106				71.7	860.4	13.5	3.8	53.2	18.9	0.29		9.41	9.7	0.72	3.92	63.44	8.89	5.29	8.89	0.84	0.63	8.33	66.41	796.96	3.17	44.31	0.23	20.98					6020.04	171.844	12.024	159.82	87	15.03	4.509		3.72E+04	1.06E+04	1.51E+05	2.01E+05	2.45E+04	3.76E+05	0.4	4.06	141.784	14.529	9630.762														
242	MP3_D6_20m	MP3_D6_20m_ss	MP3_D6_20m_ss_mean	MP3_D6_20m_nonss_mean	MP3	D6	2014-05-25T10:48:00	18.05.14	79.001	10.001	276	20	epi	19.381	35.1296	2.9984	2.9972	5.87267	7.44001	0.3431	0.122	27.9888		0.383		0.046				57.3	687.6	13.6	3.8	53.5	15	0.08		9.7	9.78	0.7	4.07	70.07	9.87	5.84	10.99	1.66	0.78	7.44	51.46	617.53	3.04	42.49	0.22	16.96	0.12	0.01	1.05	1.17	5964.411	179.449	17.544	161.905	97	11.028	7.018		3.52E+04	1.04E+04	1.86E+05	1.54E+05	2.07E+04	3.60E+05	0.42	5.28	117.234	9.018	9149.8		0.020852781	0.010766463	0.018192988	0.024492297	1.811960376	1.289635	0.711582	0.101287	0.05753		0.962041	9.835388	35.556097
243	MP3_D6_10m	MP3_D6_10m_ss	MP3_D6_10m_ss_mean	MP3_D6_10m_nonss_mean	MP3	D6	2014-05-25T10:48:00	18.05.14	79.001	10.001	276	10	epi	10.63	35.1299	3.0065	3.0058	5.89471	7.43848	0.3155	0.121	27.9883		0.373		0.052				54.3	651.6	12.4	2.8	38.6	19.7	0.09		9.55	9.64	0.69	4.08	82.01	9.77	6.83	9.71	0.79	0.69	9.86	47.47	569.59	2.07	28.93	0.17	22.97	0.1	0.06	0.98	1.08	4937.876	105.21	7.014	98.196	116	18.036	2.505		3.60E+04	9.75E+03	1.94E+05	1.47E+05	2.08E+04	3.62E+05	0.37	5.38	111.167	9.014	8345.018														
244	MP3_D6_5m	MP3_D6_5m_ss	MP3_D6_5m_ss_mean	MP3_D6_5m_nonss_mean	MP3	D6	2014-05-25T10:48:00	18.05.14	79.001	10.001	276	5	epi	4.586	35.1297	3.0189	3.0187	5.85965	7.43617	0.2572	0.139	27.987		0.294		0.078				46.9	562.8	10.1	0.4	5	130.3	0.19		9.55	9.74	0.68	4.11	66.84	3.32	5.57	9.76	0.61	0.7	7.99	41.33	495.96	-0.34		-0.03	-122.51					4419.549	142.857	16.04	126.817	99	17.544	4.01		3.47E+04	1.02E+04	2.00E+05	1.40E+05	1.88E+04	3.59E+05	0.42	5.77	148.723	9.514	9279.92		0.018289078	0.009248005	0.015857996	0.020438403	1.893101062	1.322148	0.907608	0.113073	0.062407		0.957664	3.787349	35.451159
245	MP3_D6_1m	MP3_D6_1m_ss	MP3_D6_1m_ss_mean	MP3_D6_1m_nonss_mean	MP3	D6	2014-05-25T10:48:00	18.05.14	79.001	10.001	276	1	epi	2.371	35.1296	3.013	3.0129	5.86561	7.43728	0.2377	0.288	27.9874		0.344		0.051				84.9	1018.8	13.4	3.1	43	27.7	0.03		10.3	10.33	0.67	4.77	76.24	11.63	6.35	10.52	1.36	0.75	8.45	78.55	942.56	2.32	32.46	0.17	33.88	0.14	0.07	1.17	1.31	4192.789	114.672	15.023	99.649	83	9.014	7.011		3.58E+04	1.03E+04	2.03E+05	1.42E+05	1.93E+04	3.65E+05	0.4	5.69	233.35	20.03	8821.232														
246	MP3_Test_st/Exp.profile_100m	MP3_Test_st/Exp.profile_100m_ss	MP3_Test_st/Exp.profile_100m_ss_mean	MP3_Test_st/Exp.profile_100m_nonss_mean	MP3	Test_st/Exp.profile	2014-05-25T10:48:00	18.05.14	79.82444444	10.47444444	109	100	epi	102.774	35.0852	2.2526	2.2469	6.09223	7.58354	0.7102	0.163	28.0193								60.1	721.2	12.9																											4304.261	211.529	31.579	179.95	75.188	112.782	3.008		5.73E+04	2.52E+04	4.02E+05	2.57E+05	2.65E+04	6.86E+05	0.78	7.02	151.227	30.045	14303.455														
247	MP3_Test_st/Exp.profile_60m	MP3_Test_st/Exp.profile_60m_ss	MP3_Test_st/Exp.profile_60m_ss_mean	MP3_Test_st/Exp.profile_60m_nonss_mean	MP3	Test_st/Exp.profile	2014-05-25T10:48:00	18.05.14	79.82444444	10.47444444	109	60	epi	59.212	35.1019	2.846	2.8425	5.91442	7.46987	0.9643	0.117	27.9807								51.5	618	11.7	1.8	25.6	28.1			9.87	9.87	0.64	4.74																		4311.122	342.685	56.613	286.072	105.21	156.313	3.006		2.96E+04	9.77E+03	7.71E+04	1.87E+05	3.74E+04	3.02E+05	0.49	2.61	162.744	26.54	7555.333		0.01714578	0.00863438	0.016033928	0.023542814	1.668557876	1.32436	0.84073	0.106073	0.053104		0.959004	6.220301	36.986603
248	MP3_Test_st/Exp.profile_50m	MP3_Test_st/Exp.profile_50m_ss	MP3_Test_st/Exp.profile_50m_ss_mean	MP3_Test_st/Exp.profile_50m_nonss_mean	MP3	Test_st/Exp.profile	2014-05-25T10:48:00	18.05.14	79.82444444	10.47444444	109	50	epi	50.919	35.0969	2.8321	2.8291	5.94729	7.47273	1.2424	0.178	27.978								74.9	898.8	13.9	4.5	63.4	16.5			9.37	9.37	0.65	3.5																		4091.729	484.211	101.754	382.457	76.19	292.231	2.005		3.23E+04	1.18E+04	1.86E+05	2.60E+05	2.65E+04	4.72E+05	0.57	5.75	268.903	16.024	12858.287		0.035274037	0.024523199	0.03037655	0.066765061	2.114513702	1.801804	1.090177	0.198916	0.095281	32.700844	0.995845	8.432311	31.746105
249	MP3_Test_st/Exp.profile_40m	MP3_Test_st/Exp.profile_40m_ss	MP3_Test_st/Exp.profile_40m_ss_mean	MP3_Test_st/Exp.profile_40m_nonss_mean	MP3	Test_st/Exp.profile	2014-05-25T10:48:00	18.05.14	79.82444444	10.47444444	109	40	epi	40.643	35.0947	2.9207	2.9182	5.87789	7.45624	1.0032	0.122	27.9682								50.8	609.6	13.5	3.8	53.8	13.2			9.66	9.66	0.69	3.49																		2999.499	331.497	111.167	220.33	56.084	162.243	3.505		2.48E+04	7.33E+03	1.54E+05	1.90E+05	2.36E+04	3.68E+05	0.42	6.22	154.655	17.518	6255.255		0.018233896	0.009119124	0.016072527	0.0268822	1.814187884	1.21332	0.596116	0.057214	0.031881		0.982106	13.196316	26.979875
250	MP3_Test_st/Exp.profile_30m	MP3_Test_st/Exp.profile_30m_ss	MP3_Test_st/Exp.profile_30m_ss_mean	MP3_Test_st/Exp.profile_30m_nonss_mean	MP3	Test_st/Exp.profile	2014-05-25T10:48:00	18.05.14	79.82444444	10.47444444	109	30	epi	29.734	35.0966	2.9581	2.9563	5.85497	7.44915	0.9987	0.104	27.9662								61.9	742.8	13.3	3.7	51.2	16.9			9.64	9.64	0.69	3.55																		2950.426	371.557	127.692	243.865	47.071	95.643	3.005		2.28E+04	7.00E+03	1.92E+05	1.33E+05	1.93E+04	3.44E+05	0.44	8.42	236.974	23.046	5870.741		0.017344308	0.008814594	0.016278127	0.018970259	1.764285384	1.232466	0.55999	0.131632	0.067148		0.989675	16.262256	26.681449
251	MP3_Test_st/Exp.profile_20m	MP3_Test_st/Exp.profile_20m_ss	MP3_Test_st/Exp.profile_20m_ss_mean	MP3_Test_st/Exp.profile_20m_nonss_mean	MP3	Test_st/Exp.profile	2014-05-25T10:48:00	18.05.14	79.82444444	10.47444444	109	20	epi	21.5	35.07	2.85	2.85	5.94	7.47	3.07	0.12	27.95								65.6	787.2	14	5.6	78.8	11.6				8.368	0.626	3.391																		2623.747	502.004	107.715	394.289	48.096	257.014	13.527		2.29E+04	8.09E+03	1.00E+05	2.48E+05	3.01E+04	3.78E+05	0.54	4.36	228.843	18.528	6103.655		0.019402485	0.010156704	0.01690237	0.023967466	1.840777024	1.310497	0.559719	0.071483	0.04615		0.983692	18.010483	37.747292
