"Seq"	"sampleID"	"sampleID_ss"	"sampleID_ss_mean"	"sampleID_nonss_mean"	"Cruise"	"Station"	"yyyy.mm.ddThh.mm.ss.sss"	"Date_mm.dd.yy"	"Latitude_degrees_north"	"Longitude_degrees_east"	"Bot_Depth_m"	"DEPTH_M"	"depthbin"	"Pressure"	"CTD.S"	"CTD.T"	"Potemp090C"	"CTD.O2"	"Oxsatperc"	"CTD.fluo"	"Turbidity"	"sigma"	"percChl_a_10"	"Chl_a"	"Chl_a_AVG"	"Chl_a_10um"	"Chla10_AVG"	"Phaeop_AVG"	"Phaeop_SD"	"TOC_uM"	"TOC_ug"	"TN_uM"	"TON_uM"	"TON_ug"	"TOC.TON"	"NH4_uM"	"NO2_uM"	"NO3.NO2_uM"	"Total_inorgN_uM"	"PO4_uM"	"SiOH4_uM"	"POC_ug"	"sd_POC_ug"	"POC_uM"	"PON_ug"	"sd_PON_ug"	"PON_uM"	"POC.PON"	"DOC_uM"	"DOC_ug"	"DON_uM"	"DON_ug"	"DON.TN"	"DOC.DON"	"BP_ug"	"sd_BP"	"BR"	"BCD"	"Picophytoeukaryotes"	"Nanophytoplankton"	"Large_Nanphyto"	"Small_Nanophyto"	"Synechococcus"	"Phaeocystis"	"Cryptophytes"	"Dead_phyto"	"Bacteria"	"HNA_bacteria"	"Small_virus"	"Medium_virus"	"Large_virus"	"Total_virus"	"HNA.LNA_bacteria"	"smallVirus.Bacteria"	"HNF"	"Large_HNF"	"HNA_Bac_from_HNF_plot"	"LysoTrack_HNF"	"Humic_Fl_A_RU"	"Humic_FL_C_RU"	"Humic_Fl_M_RU"	"Aminoacid_Fl_T_RU"	"Fluorescence_Index"	"a255_m.1"	"a300_m.1"	"a351_m.1"	"a375_m.1"	"S300.650nm__um.1"	"R2_of_slope_fit_300.650"	"S275.295nm__um.1"	"S300.450nm__um.1"	"sampleID2"	"sf0.4-3"	"sf3-10"	"sf10-50"	"sf50-200"	"sf3-180"
"327"	330	"MP3_C6_1m"	"MP3_C6_1m_ss"	"MP3_C6_1m_ss_mean"	"MP3_C6_1m_nonss_mean"	"MP3"	"C6"	"2014-05-25T10:48:00"	"27.05.14"	79.404	7.675	773	"1"	"epi"	2.29	33.84	0.05	0.05	7.52	8.1	8.18	0.64	27.17	NA	7.7864	NA	5.297	NA	NA	NA	95.4	1144.8	8.1	8.1	113.4	11.8	NA	NA	0	0	0.09	NA	592.9	34.99	49.41	89.05	3.05	6.36	7.77	45.99	551.9	1.74	24.35	0.21	26.45	NA	NA	NA	NA	5062.625	8908.317	735.471	8172.846	277.054	7491.483	82.665	NA	155000	112000	1030000	353000	41000	1430000	2.59	6.68	350.701	1284.068	90330.661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP3_C6_1"	"MP3_C6_1_0.4.3"	"MP3_C6_1_3.10"	"MP3_C6_1_10.50"	"MP3_C6_1_50.200"	"MP3_C6_1_3.180"
"328"	331	"MP3_C5_1000m"	"MP3_C5_1000m_ss"	"MP3_C5_1000m_ss_mean"	"MP3_C5_1000m_nonss_mean"	"MP3"	"C5"	"2014-05-25T10:48:00"	"28.05.14"	79.411	7.001	1207	"1000"	"meso"	1013.19	34.93	-0.52	-0.56	5.68	8.16	0.04	0.05	28.08	NA	NA	NA	NA	NA	NA	NA	44.8	537.6	17.2	5.2	73.2	8.6	0.04	NA	11.93	11.97	1.08	8.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.364	14.009	1.334	12.675	6.004	28.686	6.004	NA	7150	2160	114000	71500	10600	196000	0.43	15.92	12.538	2.508	1104.313	NA	0.025094988	0.014762187	0.018859384	NA	2.007379707	1.345945	0.52838	0.201354	0.141476	18.652219	0.996463	22.285148	12.946327	"MP3_C5_1000"	"MP3_C5_1000_0.4.3"	"MP3_C5_1000_3.10"	"MP3_C5_1000_10.50"	"MP3_C5_1000_50.200"	"MP3_C5_1000_3.180"
"329"	332	"MP3_C5_750m"	"MP3_C5_750m_ss"	"MP3_C5_750m_ss_mean"	"MP3_C5_750m_nonss_mean"	"MP3"	"C5"	"2014-05-25T10:48:00"	"28.05.14"	79.411	7.001	1207	"750"	"meso"	758.97	34.94	0.1	0.07	5.69	8.03	0.04	0.04	28.05	NA	NA	NA	NA	NA	NA	NA	42.6	511.2	16.5	5.2	72.1	8.3	0.13	NA	11.22	11.35	0.94	6.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.546	12.513	0	12.513	5.506	19.52	2.002	NA	7530	2360	117000	76900	10100	204000	0.46	15.57	21.021	7.007	1776.777	NA	0.017419781	0.010444317	0.011862585	NA	1.801513235	1.279655	0.455181	0.171912	0.123549	21.490099	0.993204	25.034339	10.922283	"MP3_C5_750"	"MP3_C5_750_0.4.3"	"MP3_C5_750_3.10"	"MP3_C5_750_10.50"	"MP3_C5_750_50.200"	"MP3_C5_750_3.180"
"330"	333	"MP3_C5_500m"	"MP3_C5_500m_ss"	"MP3_C5_500m_ss_mean"	"MP3_C5_500m_nonss_mean"	"MP3"	"C5"	"2014-05-25T10:48:00"	"28.05.14"	79.411	7.001	1207	"500"	"meso"	505.97	35.08	2.23	2.2	5.8	7.59	0.05	0.06	28.01	NA	NA	NA	NA	NA	NA	NA	44.9	538.8	17.1	6.8	95.8	6.6	0.1	NA	10.16	10.26	0.84	5.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117.117	68.068	2.503	65.565	14.014	13.514	2.002	NA	14100	3750	167000	129000	16800	313000	0.36	11.88	69.569	10.511	2022.022	NA	0.013127694	0.007616682	0.010054221	NA	1.738204913	1.53723	0.588394	0.249853	0.171551	16.264441	0.997782	23.966904	13.139554	"MP3_C5_500"	"MP3_C5_500_0.4.3"	"MP3_C5_500_3.10"	"MP3_C5_500_10.50"	"MP3_C5_500_50.200"	"MP3_C5_500_3.180"
"331"	334	"MP3_C5_200m"	"MP3_C5_200m_ss"	"MP3_C5_200m_ss_mean"	"MP3_C5_200m_nonss_mean"	"MP3"	"C5"	"2014-05-25T10:48:00"	"28.05.14"	79.411	7.001	1207	"200"	"meso"	202.13	35.11	3.03	3.02	5.81	7.43	0.16	0.09	27.97	NA	NA	NA	NA	NA	NA	NA	59	708	12	2.6	36.3	22.8	0.15	NA	9.26	9.41	0.8	4.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1484.727	576.365	22.033	554.332	76.615	287.431	3.005	NA	45900	14900	269000	123000	13900	406000	0.48	5.85	128.128	26.026	4184.184	NA	NA	NA	NA	NA	NA	1.559989	0.595032	0.258794	0.182795	15.85789	0.997796	24.279823	12.334315	"MP3_C5_200"	"MP3_C5_200_0.4.3"	"MP3_C5_200_3.10"	"MP3_C5_200_10.50"	"MP3_C5_200_50.200"	"MP3_C5_200_3.180"
"332"	335	"MP3_C5_100m"	"MP3_C5_100m_ss"	"MP3_C5_100m_ss_mean"	"MP3_C5_100m_nonss_mean"	"MP3"	"C5"	"2014-05-25T10:48:00"	"28.05.14"	79.411	7.001	1207	"100"	"epi"	101.22	35.11	3.08	3.07	5.74	7.43	0.07	0.07	27.96	NA	NA	NA	NA	NA	NA	NA	64	768	15.3	5.4	76	11.8	0.05	NA	9.82	9.87	0.81	4.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3508.262	438.157	38.558	399.599	252.379	157.236	14.021	NA	50500	11400	283000	154000	20100	457000	0.29	5.6	72.072	17.518	4251.752	NA	0.01600884	0.008769899	0.012302883	NA	1.889796325	1.587038	0.601354	0.272025	0.193723	15.560902	0.998467	24.375492	12.286537	"MP3_C5_100"	"MP3_C5_100_0.4.3"	"MP3_C5_100_3.10"	"MP3_C5_100_10.50"	"MP3_C5_100_50.200"	"MP3_C5_100_3.180"
"333"	336	"MP3_C5_50m"	"MP3_C5_50m_ss"	"MP3_C5_50m_ss_mean"	"MP3_C5_50m_nonss_mean"	"MP3"	"C5"	"2014-05-25T10:48:00"	"28.05.14"	79.411	7.001	1207	"50"	"epi"	50.5	35.1	3.23	3.22	5.79	7.4	0.38	0.1	27.94	NA	NA	NA	NA	NA	NA	NA	50.8	609.6	15.3	5.6	77.7	9.2	0.09	NA	9.66	9.75	0.82	4.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3558.116	638.778	35.07	603.708	168.337	395.291	5.01	NA	66000	23900	347000	147000	20500	515000	0.57	5.27	110.11	23.023	6437.437	NA	0.013283619	0.007389806	0.009890943	NA	1.849852075	1.348881	0.446105	0.172048	0.107564	19.957361	0.998269	28.091816	16.269427	"MP3_C5_50"	"MP3_C5_50_0.4.3"	"MP3_C5_50_3.10"	"MP3_C5_50_10.50"	"MP3_C5_50_50.200"	"MP3_C5_50_3.180"
"334"	337	"MP3_C5_30m"	"MP3_C5_30m_ss"	"MP3_C5_30m_ss_mean"	"MP3_C5_30m_nonss_mean"	"MP3"	"C5"	"2014-05-25T10:48:00"	"28.05.14"	79.411	7.001	1207	"30"	"epi"	29.64	34.86	2.47	2.47	6.24	7.55	2.56	0.18	27.82	NA	NA	NA	NA	NA	NA	NA	60.8	729.6	13.9	5.5	76.3	11.2	1.13	NA	7.32	8.45	0.65	3.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4636.591	3968.922	180.451	3788.471	127.318	3316.792	18.045	NA	122000	70600	623000	157000	16200	796000	1.38	5.12	182.682	257.758	18035.035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP3_C5_30"	"MP3_C5_30_0.4.3"	"MP3_C5_30_3.10"	"MP3_C5_30_10.50"	"MP3_C5_30_50.200"	"MP3_C5_30_3.180"
"335"	338	"MP3_C5_20m"	"MP3_C5_20m_ss"	"MP3_C5_20m_ss_mean"	"MP3_C5_20m_nonss_mean"	"MP3"	"C5"	"2014-05-25T10:48:00"	"28.05.14"	79.411	7.001	1207	"20"	"epi"	20.53	33.91	-0.52	-0.52	7.61	8.22	16.4	0.57	27.25	NA	NA	NA	NA	NA	NA	NA	130.3	1563.6	10.5	6.2	86.2	21.2	0.82	NA	3.52	4.34	0.36	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5311.957	8968.604	254.509	8714.095	245.825	8012.692	23.38	NA	131000	81000	721000	224000	28000	974000	1.61	5.5	512.684	1868.491	44672.23	NA	0.017458951	0.008768269	0.015133403	0.014645874	1.849117774	1.123638	0.329103	0.117227	0.075773	21.721069	0.997189	30.995439	18.685351	"MP3_C5_20"	"MP3_C5_20_0.4.3"	"MP3_C5_20_3.10"	"MP3_C5_20_10.50"	"MP3_C5_20_50.200"	"MP3_C5_20_3.180"
"336"	339	"MP3_C5_10m"	"MP3_C5_10m_ss"	"MP3_C5_10m_ss_mean"	"MP3_C5_10m_nonss_mean"	"MP3"	"C5"	"2014-05-25T10:48:00"	"28.05.14"	79.411	7.001	1207	"10"	"epi"	9.66	33.83	-0.66	-0.66	7.77	8.25	14.08	0.62	27.2	NA	NA	NA	NA	NA	NA	NA	91.4	1096.8	6.8	6.7	94.2	13.6	0.07	NA	0	0.07	0.05	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4533.734	8778.223	617.902	8160.321	336.005	7696.727	63.46	NA	184000	134000	1230000	305000	32600	1560000	2.69	6.68	769.693	1372.497	98604.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP3_C5_10"	"MP3_C5_10_0.4.3"	"MP3_C5_10_3.10"	"MP3_C5_10_10.50"	"MP3_C5_10_50.200"	"MP3_C5_10_3.180"
"337"	340	"MP3_C5_5m"	"MP3_C5_5m_ss"	"MP3_C5_5m_ss_mean"	"MP3_C5_5m_nonss_mean"	"MP3"	"C5"	"2014-05-25T10:48:00"	"28.05.14"	79.411	7.001	1207	"5"	"epi"	5.02	33.83	-0.61	-0.61	7.82	8.24	8.23	0.65	27.19	NA	NA	NA	NA	NA	NA	NA	136.2	1634.4	6.9	6.9	96.6	19.7	NA	NA	0	0	0.06	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3552.139	7731.952	368.316	7363.636	298.797	6598.93	44.786	NA	185000	133000	1250000	361000	43400	1650000	2.6	6.76	595.46	628.171	105721.629	NA	0.018419392	0.010161735	0.018755419	0.02385696	1.58643103	1.335063	0.515195	0.139806	0.091443	24.834264	0.988637	21.905725	17.569422	"MP3_C5_5"	"MP3_C5_5_0.4.3"	"MP3_C5_5_3.10"	"MP3_C5_5_10.50"	"MP3_C5_5_50.200"	"MP3_C5_5_3.180"
"338"	341	"MP3_C5_1m"	"MP3_C5_1m_ss"	"MP3_C5_1m_ss_mean"	"MP3_C5_1m_nonss_mean"	"MP3"	"C5"	"2014-05-25T10:48:00"	"28.05.14"	79.411	7.001	1207	"1"	"epi"	2.02	33.83	-0.59	-0.59	7.82	8.24	5.7	0.6	27.19	NA	NA	NA	NA	NA	NA	NA	94.5	1134	7.4	7.2	101.4	13.1	0.16	NA	0	0.16	0.06	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4782.231	10201.069	616.566	9584.503	300.601	8792.919	89.512	NA	189000	141000	1330000	333000	28600	1690000	2.94	7.02	696.262	1502.003	106865.154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP3_C5_1"	"MP3_C5_1_0.4.3"	"MP3_C5_1_3.10"	"MP3_C5_1_10.50"	"MP3_C5_1_50.200"	"MP3_C5_1_3.180"
"339"	342	"MP3_C4_1000m"	"MP3_C4_1000m_ss"	"MP3_C4_1000m_ss_mean"	"MP3_C4_1000m_nonss_mean"	"MP3"	"C4"	"2014-05-25T10:48:00"	"28.05.14"	79.4	6.5	1426	"1000"	"meso"	1014	34.94	-0.26	-0.31	5.71	8.11	0.04	0.06	28.07	NA	NA	NA	NA	NA	NA	NA	54.9	658.8	20	6.9	96.5	8	1.23	NA	11.88	13.11	1.03	7.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7690	2050	113000	72300	10600	195000	0.36	14.62	21.521	4.505	1908.909	NA	0.020649272	0.011431751	0.01773626	0.011661068	1.881856752	1.000766	0.298351	0.061142	0.0289	32.467269	0.996383	29.559673	37.19911	"MP3_C4_1000"	"MP3_C4_1000_0.4.3"	"MP3_C4_1000_3.10"	"MP3_C4_1000_10.50"	"MP3_C4_1000_50.200"	"MP3_C4_1000_3.180"
"340"	343	"MP3_C4_750m"	"MP3_C4_750m_ss"	"MP3_C4_750m_ss_mean"	"MP3_C4_750m_nonss_mean"	"MP3"	"C4"	"2014-05-25T10:48:00"	"28.05.14"	79.4	6.5	1426	"750"	"meso"	759.23	34.99	0.78	0.74	5.8	7.88	0.04	0.05	28.05	NA	NA	NA	NA	NA	NA	NA	76.8	921.6	16	5.2	72.2	14.9	0.16	NA	10.68	10.84	1.09	6.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.612	21.532	1.502	20.03	15.523	28.543	4.006	NA	9890	2670	129000	113000	15500	257000	0.37	13.02	36.036	5.005	2398.398	NA	0.019339234	0.010627418	0.017259837	0.010579119	1.798640391	1.038156	0.31962	0.08932	0.061684	26.540042	0.995322	29.782539	19.530645	"MP3_C4_750"	"MP3_C4_750_0.4.3"	"MP3_C4_750_3.10"	"MP3_C4_750_10.50"	"MP3_C4_750_50.200"	"MP3_C4_750_3.180"
"341"	344	"MP3_C4_500m"	"MP3_C4_500m_ss"	"MP3_C4_500m_ss_mean"	"MP3_C4_500m_nonss_mean"	"MP3"	"C4"	"2014-05-25T10:48:00"	"28.05.14"	79.4	6.5	1426	"500"	"meso"	505.43	35.02	1.8	1.78	5.71	7.67	0.04	0.06	28	NA	NA	NA	NA	NA	NA	NA	58.7	704.4	12.9	1.2	16.9	48.5	0.77	NA	10.92	11.69	1.04	5.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.615	39.059	0	39.059	17.026	17.026	0.501	NA	10600	2950	150000	124000	14300	288000	0.38	14.07	41.041	10.01	2337.838	NA	0.018359618	0.010058457	0.01562833	0.011290445	1.855612068	1.115555	0.355565	0.097629	0.063084	26.515498	0.994756	28.86146	19.305876	"MP3_C4_500"	"MP3_C4_500_0.4.3"	"MP3_C4_500_3.10"	"MP3_C4_500_10.50"	"MP3_C4_500_50.200"	"MP3_C4_500_3.180"
"342"	345	"MP3_C4_200m"	"MP3_C4_200m_ss"	"MP3_C4_200m_ss_mean"	"MP3_C4_200m_nonss_mean"	"MP3"	"C4"	"2014-05-25T10:48:00"	"28.05.14"	79.4	6.5	1426	"200"	"meso"	202.71	35.1	2.99	2.98	5.77	7.44	0.06	0.07	27.97	NA	NA	NA	NA	NA	NA	NA	62.9	754.8	12.7	2.6	36.4	24.2	0.38	NA	9.72	10.1	0.96	4.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	102.102	36.537	1.502	35.035	17.518	14.014	1.502	NA	17800	5150	214000	134000	14600	363000	0.41	12.07	86.086	20.521	3807.307	NA	0.017216954	0.009007916	0.015637507	0.008951227	1.923016136	1.068682	0.315601	0.087604	0.057665	23.569125	0.996445	31.190821	22.295171	"MP3_C4_200"	"MP3_C4_200_0.4.3"	"MP3_C4_200_3.10"	"MP3_C4_200_10.50"	"MP3_C4_200_50.200"	"MP3_C4_200_3.180"
"343"	346	"MP3_C4_100m"	"MP3_C4_100m_ss"	"MP3_C4_100m_ss_mean"	"MP3_C4_100m_nonss_mean"	"MP3"	"C4"	"2014-05-25T10:48:00"	"28.05.14"	79.4	6.5	1426	"100"	"epi"	101.34	35.11	3.27	3.27	5.8	7.39	0.45	0.11	27.95	NA	NA	NA	NA	NA	NA	NA	55.5	666	16.9	6.8	94.8	8.2	0.06	NA	10.07	10.13	0.96	4.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	312.312	222.723	4.004	218.719	44.044	130.631	3.504	NA	40600	8870	281000	133000	16000	430000	0.28	6.91	146.72	33.05	6232.349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP3_C4_100"	"MP3_C4_100_0.4.3"	"MP3_C4_100_3.10"	"MP3_C4_100_10.50"	"MP3_C4_100_50.200"	"MP3_C4_100_3.180"
"344"	347	"MP3_C4_50m"	"MP3_C4_50m_ss"	"MP3_C4_50m_ss_mean"	"MP3_C4_50m_nonss_mean"	"MP3"	"C4"	"2014-05-25T10:48:00"	"28.05.14"	79.4	6.5	1426	"50"	"epi"	50.01	34.94	2.41	2.41	5.89	7.56	2.41	0.28	27.89	NA	NA	NA	NA	NA	NA	NA	53.1	637.2	15.8	6.9	96.2	7.7	0.61	NA	8.32	8.93	0.75	2.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1879.88	521.522	163.664	357.858	138.138	134.635	6.507	NA	86800	42200	482000	176000	18300	676000	0.95	5.56	566.132	280.561	22315.631	NA	0.020201386	0.010525059	0.017912891	0.010923336	1.82501266	1.185187	0.353804	0.093565	0.061323	25.651751	0.996744	31.448817	23.322715	"MP3_C4_50"	"MP3_C4_50_0.4.3"	"MP3_C4_50_3.10"	"MP3_C4_50_10.50"	"MP3_C4_50_50.200"	"MP3_C4_50_3.180"
"345"	348	"MP3_C4_30m"	"MP3_C4_30m_ss"	"MP3_C4_30m_ss_mean"	"MP3_C4_30m_nonss_mean"	"MP3"	"C4"	"2014-05-25T10:48:00"	"28.05.14"	79.4	6.5	1426	"30"	"epi"	30.23	34.31	-0.78	-0.78	6.24	8.25	2.96	0.19	27.59	NA	NA	NA	NA	NA	NA	NA	45.8	549.6	17.2	9.3	130.8	4.9	0.9	NA	6.96	7.86	0.63	1.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3362.224	3824.649	1070.14	2754.509	120.24	1722.946	17.535	NA	94000	54600	436000	232000	27000	695000	1.38	4.64	488.652	257.009	30157.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP3_C4_30"	"MP3_C4_30_0.4.3"	"MP3_C4_30_3.10"	"MP3_C4_30_10.50"	"MP3_C4_30_50.200"	"MP3_C4_30_3.180"
"346"	349	"MP3_C4_20m"	"MP3_C4_20m_ss"	"MP3_C4_20m_ss_mean"	"MP3_C4_20m_nonss_mean"	"MP3"	"C4"	"2014-05-25T10:48:00"	"28.05.14"	79.4	6.5	1426	"20"	"epi"	19.68	33.97	-0.6	-0.6	7.25	8.23	10.93	0.49	27.3	NA	NA	NA	NA	NA	NA	NA	71.8	861.6	8.5	7.2	100.4	10	0.64	NA	0.69	1.33	0.27	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3095.588	5157.754	602.941	4554.813	107.62	3471.925	8.69	NA	166000	117000	925000	307000	34900	1270000	2.42	5.58	847.129	1990.654	85137.517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP3_C4_20"	"MP3_C4_20_0.4.3"	"MP3_C4_20_3.10"	"MP3_C4_20_10.50"	"MP3_C4_20_50.200"	"MP3_C4_20_3.180"
"347"	350	"MP3_C4_15m"	"MP3_C4_15m_ss"	"MP3_C4_15m_ss_mean"	"MP3_C4_15m_nonss_mean"	"MP3"	"C4"	"2014-05-25T10:48:00"	"28.05.14"	79.4	6.5	1426	"15"	"epi"	14.72	33.89	-0.74	-0.74	7.49	8.27	12.03	0.59	27.24	NA	NA	NA	NA	NA	NA	NA	79.8	957.6	8.7	8.5	119	9.4	0.2	NA	0	0.2	0.1	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4612.558	9883.768	612.558	9271.21	342.685	8878.424	78.156	NA	163000	124000	899000	318000	34100	1250000	3.17	5.5	804.275	1928.524	100022.712	NA	0.01716836	0.009119712	0.015537867	0.012758541	1.735710962	1.144726	0.327161	0.089952	0.053104	26.21647	0.996894	33.314523	21.534238	"MP3_C4_15"	"MP3_C4_15_0.4.3"	"MP3_C4_15_3.10"	"MP3_C4_15_10.50"	"MP3_C4_15_50.200"	"MP3_C4_15_3.180"
"348"	351	"MP3_C4_5m"	"MP3_C4_5m_ss"	"MP3_C4_5m_ss_mean"	"MP3_C4_5m_nonss_mean"	"MP3"	"C4"	"2014-05-25T10:48:00"	"28.05.14"	79.4	6.5	1426	"5"	"epi"	9.84	33.87	-0.68	-0.68	7.58	8.26	8.07	0.51	27.23	NA	NA	NA	NA	NA	NA	NA	93.3	1119.6	8.8	8.8	123.2	10.6	NA	NA	0	0	0.09	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4232.465	8786.907	475.618	8311.289	353.373	7930.528	78.824	NA	159000	120000	884000	343000	40600	1270000	3.13	5.57	724.967	2407.877	95899.866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP3_C4_5"	"MP3_C4_5_0.4.3"	"MP3_C4_5_3.10"	"MP3_C4_5_10.50"	"MP3_C4_5_50.200"	"MP3_C4_5_3.180"
"349"	352	"MP3_C4_1m"	"MP3_C4_1m_ss"	"MP3_C4_1m_ss_mean"	"MP3_C4_1m_nonss_mean"	"MP3"	"C4"	"2014-05-25T10:48:00"	"28.05.14"	79.4	6.5	1426	"1"	"epi"	1.93	33.87	-0.66	-0.66	7.56	8.25	8.3	0.53	27.22	NA	NA	NA	NA	NA	NA	NA	89.5	1074	8.5	8.1	113.8	11	0.34	NA	0.03	0.37	0.13	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5889.112	10943.22	523.714	10419.506	438.878	9959.92	78.156	NA	158000	120000	841000	307000	34700	1180000	3.18	5.34	822.43	2238.985	99162.884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MP3_C4_1"	"MP3_C4_1_0.4.3"	"MP3_C4_1_3.10"	"MP3_C4_1_10.50"	"MP3_C4_1_50.200"	"MP3_C4_1_3.180"
"350"	353	"MP3_C3_1000m"	"MP3_C3_1000m_ss"	"MP3_C3_1000m_ss_mean"	"MP3_C3_1000m_nonss_mean"	"MP3"	"C3"	"2014-05-25T10:48:00"	"28.05.14"	79.405	5.7	1855	"1000"	"meso"	1013.951	34.9355	-0.1861	-0.23	5.68704	8.08851	0.0366	0.033	28.0662	NA	0.007	NA	0.015	NA	NA	NA	52.8	633.6	18.7	7.4	103.9	7.1	0.18	NA	11.1	11.28	0.85	6.34	27.53	2.21	2.29	2.95	0.92	0.21	10.89	50.51	606.07	7.21	100.93	0.39	7.01	NA	NA	NA	NA	54.555	7.508	2.002	5.506	6.004	12.012	1.502	NA	6360	1570	102000	55000	9600	167000	0.33	16.04	11.512	4.505	1270.771	NA	0.027528813	0.015815189	0.024437754	0.015630893	1.879638906	1.16315	0.419281	0.117588	0.078437	24.518466	0.99549	24.495507	19.407936	"MP3_C3_1000"	"MP3_C3_1000_0.4.3"	"MP3_C3_1000_3.10"	"MP3_C3_1000_10.50"	"MP3_C3_1000_50.200"	"MP3_C3_1000_3.180"
"351"	354	"MP3_C3_750m"	"MP3_C3_750m_ss"	"MP3_C3_750m_ss_mean"	"MP3_C3_750m_nonss_mean"	"MP3"	"C3"	"2014-05-25T10:48:00"	"28.05.14"	79.405	5.7	1855	"750"	"meso"	758.362	34.9613	0.685	0.6485	5.69723	7.90311	0.0374	0.04	28.0373	NA	0.029	NA	0.01	NA	NA	NA	53.7	644.4	17.5	6.5	91.3	8.2	0.17	NA	10.81	10.98	0.81	5.73	37.62	6.96	3.14	4.94	0.56	0.35	8.88	50.56	606.78	6.17	86.34	0.35	8.2	NA	NA	NA	NA	58.588	14.522	1.502	13.02	5.506	14.021	2.003	NA	6690	1840	108000	72400	12000	192000	0.38	16.08	20.521	6.006	1530.03	NA	0.021386759	0.012188133	0.018443362	0.00879053	1.753949277	1.05062	0.320569	0.092572	0.055724	24.514223	0.996957	30.511269	23.740806	"MP3_C3_750"	"MP3_C3_750_0.4.3"	"MP3_C3_750_3.10"	"MP3_C3_750_10.50"	"MP3_C3_750_50.200"	"MP3_C3_750_3.180"
